2026-02-05 21:49:32,ETL Job Started
2026-02-05 21:49:43,Extract phase Started
2026-02-05 21:49:52,Extract phase Ended
2026-02-05 21:49:58,Transform phase Started
2026-02-05 21:50:18,Transform phase Ended
2026-02-05 21:50:22,Load phase Started
2026-02-05 21:50:40,Load phase Ended
2026-02-05 21:50:40,ETL Job Ended
